"","game_id","team_1","team_2","win_1","win_2","total_active_stars","cum_final_score","total_views","CombinedRevenues","FBRatio","TwitterRatio","CombinedPPG"
"2184",21700955,"ORL","UTA",31.75,52.38,0,174,7352,432,0.025607353906763,0.0366666666666667,207.5
"2185",21700956,"LAL","POR",45.16,58.73,1,211,25250,594,0.156927117531188,0.14,213.7
"2186",21700957,"PHI","CHA",54.84,43.75,2,242,13447,386,0.0210111621799081,0.04,218
"2187",21700958,"ATL","TOR",31.25,72.58,2,196,6465,459,0.0249507550886408,0.0433333333333333,215.1
"2188",21700959,"MIA","WAS",53.12,56.25,2,230,16695,475,0.112934996717006,0.09,210
"2189",21700960,"HOU","OKC",79.03,56.92,3,234,37136,518,0.072225869993434,0.0833333333333333,220.3
"2192",21700963,"GSW","BKN",77.78,31.25,4,215,19913,632,0.0906106369008536,0.106666666666667,220.1
"2193",21700964,"NOP","LAC",58.06,54.84,1,237,11310,461,0.036112934996717,0.035,220.7
"2194",21700965,"IND","UTA",57.81,53.12,1,188,12758,426,0.0295469468154957,0.03,209.7
"2195",21700966,"TOR","DET",71.43,45.31,3,240,20049,471,0.0269205515430072,0.0383333333333333,215.5
"2196",21700967,"CHI","MEM",33.33,28.57,0,229,5194,487,0.13263296126067,0.0816666666666667,202.2
"2199",21700970,"CLE","DEN",58.73,54.69,1,221,27734,482,0.0695994747209455,0.065,220.9
"2200",21700971,"LAL","ORL",44.44,31.25,0,215,16638,582,0.158896913985555,0.146666666666667,211.5
"2201",21700972,"BKN","CHA",30.77,43.08,1,236,8175,475,0.0295469468154957,0.0283333333333333,214.8
"2203",21700974,"BOS","MIN",69.23,57.58,3,226,25225,461,0.0709126723571898,0.0666666666666667,213.5
"2204",21700975,"PHX","OKC",28.79,56.06,2,202,11664,440,0.0597504924491136,0.0566666666666667,211.8
"2205",21700976,"GSW","SAS",78.12,57.81,5,217,35328,618,0.119500984898227,0.148333333333333,216.2
"2206",21700977,"CHI","DET",34.38,44.62,1,182,8630,502,0.133289560078792,0.08,206.7
"2207",21700978,"ATL","IND",30.77,56.92,1,199,5254,414,0.0321733420879842,0.0366666666666667,209
"2209",21700980,"UTA","MEM",53.85,28.12,0,173,5986,427,0.0196979645436638,0.0266666666666667,203.4
"2210",21700981,"MIL","NYK",52.31,36.92,1,232,8493,605,0.0492449113591596,0.0483333333333333,211
"2211",21700982,"NOP","WAS",59.38,56.92,2,213,6988,426,0.0203545633617859,0.0266666666666667,218.3
"2212",21700983,"DEN","LAL",53.85,45.31,0,241,23152,573,0.153644123440578,0.135,218.1
"2213",21700984,"GSW","POR",78.46,60,4,233,31389,582,0.0879842416283651,0.111666666666667,219.1
"2214",21700985,"ORL","SAC",30.77,30.77,0,182,2343,451,0.0295469468154957,0.04,202.3
"2216",21700987,"PHX","CHA",28.36,42.42,1,237,9866,420,0.0236375574523966,0.03,212.1
"2217",21700988,"MIA","WAS",53.03,57.58,2,231,16223,475,0.112934996717006,0.09,210
"2218",21700989,"DAL","MEM",30.77,27.69,0,194,3690,439,0.041365725541694,0.0383333333333333,201.6
"2220",21700991,"LAC","ORL",54.69,30.3,0,218,9524,468,0.0433355219960604,0.0466666666666667,212.4
"2221",21700992,"NYK","TOR",36.36,73.85,2,238,13375,676,0.0544977019041366,0.0583333333333333,216.2
"2222",21700993,"ATL","CHI",30.3,33.85,0,251,5906,490,0.131319763624425,0.085,206.3
"2224",21700995,"NOP","UTA",58.46,54.55,1,215,16609,425,0.0183847669074196,0.025,215.8
"2225",21700996,"DEN","SAC",54.55,31.82,0,234,6705,442,0.0242941562705187,0.0283333333333333,208.9
"2226",21700997,"DAL","HOU",31.82,78.46,1,187,13745,529,0.0544977019041366,0.065,214.7
"2228",21700999,"BKN","PHI",31.82,54.69,1,217,9117,457,0.0282337491792515,0.0383333333333333,216.4
"2230",21701001,"HOU","SAS",78.79,56.06,1,202,20117,555,0.072225869993434,0.0966666666666667,215.1
"2231",21701002,"MIL","MEM",53.03,27.27,1,224,6232,385,0.0210111621799081,0.03,205.8
"2232",21701003,"SAC","OKC",31.34,57.35,2,207,14461,462,0.0590938936309915,0.0566666666666667,206.8
"2233",21701004,"MIA","POR",53.73,60.61,2,214,14124,476,0.118844386080105,0.095,209
"2234",21701005,"IND","PHI",58.21,55.38,2,199,19615,389,0.0315167432698621,0.0433333333333333,215.4
"2235",21701006,"MIN","WAS",57.35,56.72,2,227,12378,426,0.0216677609980302,0.0266666666666667,216.1
"2236",21701007,"ATL","OKC",29.85,57.97,2,226,13745,431,0.0577806959947472,0.06,211.3
"2237",21701008,"BKN","TOR",31.34,74.24,2,218,9902,523,0.0328299409061064,0.0383333333333333,218.3
"2238",21701009,"DAL","NYK",31.34,35.82,0,207,3465,659,0.0695994747209455,0.0566666666666667,206.8
"2239",21701010,"CHI","LAC",34.85,55.38,0,218,5441,538,0.146421536441234,0.0883333333333333,211.9
"2240",21701011,"NOP","CHA",57.58,43.28,2,234,8832,406,0.0216677609980302,0.0283333333333333,219.9
"2242",21701013,"UTA","DET",55.22,45.45,1,189,5654,442,0.0203545633617859,0.025,207.9
"2245",21701016,"MIL","ORL",53.73,29.41,1,243,10633,390,0.0269205515430072,0.04,209.9
"2246",21701017,"BOS","WAS",68.66,55.88,3,249,32714,479,0.0689428759028234,0.0666666666666667,210.6
"2247",21701018,"MIA","SAC",52.94,30.88,1,242,10877,493,0.114904793171372,0.0916666666666667,202.3
"2248",21701019,"GSW","LAL",76.12,46.27,1,223,32544,730,0.213394615889691,0.215,221.6
"2249",21701020,"IND","TOR",58.82,74.63,3,205,19695,455,0.036112934996717,0.0433333333333333,217.3
"2250",21701021,"ATL","CHA",29.41,42.65,1,246,3335,411,0.0216677609980302,0.0333333333333333,211.6
"2251",21701022,"NYK","PHI",35.29,54.55,1,228,14488,610,0.0499015101772817,0.0583333333333333,214.3
"2252",21701023,"HOU","LAC",79.1,56.06,1,197,19056,553,0.0505581089954038,0.0633333333333333,221.4
"2253",21701024,"CHI","MEM",34.33,26.87,0,221,6055,487,0.13263296126067,0.0816666666666667,202.2
"2254",21701025,"NOP","SAS",58.21,55.88,2,191,17868,463,0.0577806959947472,0.0683333333333333,214.4
"2255",21701026,"DEN","DET",54.41,44.78,1,233,4919,423,0.0249507550886408,0.0266666666666667,213.8
"2256",21701027,"PHX","UTA",27.54,55.88,0,204,6487,439,0.0203545633617859,0.0266666666666667,208
"2257",21701028,"CLE","POR",58.21,61.19,2,218,31414,503,0.0728824688115561,0.07,216.5
"2258",21701029,"BOS","ORL",67.65,30.43,1,175,16251,468,0.0768220617202889,0.0783333333333333,207.4
"2259",21701030,"BKN","PHI",30.88,55.22,1,236,21836,457,0.0282337491792515,0.0383333333333333,216.4
"2260",21701031,"DAL","TOR",32.35,75,1,237,19148,483,0.0439921208141825,0.0483333333333333,214
"2261",21701032,"LAC","OKC",55.22,58.57,2,234,25740,479,0.0728824688115561,0.0633333333333333,216.9
"2262",21701033,"GSW","SAC",76.47,31.88,1,191,25379,599,0.0840446487196323,0.108333333333333,212.4
"2263",21701034,"LAL","MIA",45.59,52.17,1,183,24402,624,0.244254760341431,0.198333333333333,211.5
"2264",21701035,"IND","WAS",57.97,56.52,2,211,9224,427,0.0315167432698621,0.0316666666666667,212.2
"2265",21701036,"NOP","HOU",57.35,79.41,2,208,25284,500,0.0354563361785949,0.055,224.1
"2266",21701037,"DAL","BKN",31.88,30.43,0,220,4972,506,0.0479317137229153,0.0366666666666667,208.9
"2269",21701040,"DEN","MEM",55.07,26.47,0,195,6589,408,0.0242941562705187,0.0283333333333333,209.3
"2270",21701041,"ATL","MIL",28.99,52.94,1,239,15222,388,0.0196979645436638,0.0333333333333333,209.9
"2271",21701042,"MIN","SAS",57.97,56.52,2,218,18373,463,0.0590938936309915,0.0683333333333333,212.2
"2272",21701043,"SAC","UTA",32.86,56.52,0,200,11849,461,0.0196979645436638,0.0266666666666667,203
"2273",21701044,"GSW","PHX",75.36,27.14,1,233,18759,577,0.0847012475377544,0.108333333333333,217.4
"2275",21701046,"OKC","TOR",59.15,75.36,4,257,30189,472,0.06172028890348,0.0666666666666667,219.6
"2276",21701047,"BOS","NOP",68.12,56.52,2,197,21838,461,0.0695994747209455,0.0666666666666667,215.7
"2277",21701048,"HOU","MIN",79.71,57.14,2,249,20756,500,0.0367695338148391,0.055,221.9
"2279",21701050,"CLE","MIL",57.97,53.62,3,241,30655,459,0.0663164806303349,0.0666666666666667,217.4
"2280",21701051,"LAL","IND",44.93,57.14,1,210,11850,576,0.162836506894288,0.14,213.7
"2281",21701052,"PHI","CHA",55.88,42.86,2,202,8661,386,0.0210111621799081,0.04,218
"2283",21701054,"DEN","MIA",54.29,52.86,1,290,18912,455,0.115561391989494,0.09,213.4
"2284",21701055,"CHI","NYK",34.78,35.71,0,202,4338,707,0.160866710439921,0.1,207.4
"2285",21701056,"GSW","SAS",75.71,57.14,2,164,24589,618,0.119500984898227,0.148333333333333,216.2
"2286",21701057,"SAC","DET",32.39,43.48,1,196,4350,461,0.0242941562705187,0.0283333333333333,202.7
"2288",21701059,"BOS","OKC",67.14,59.72,3,199,34487,479,0.106369008535785,0.095,211.9
"2289",21701060,"LAC","MIN",53.62,56.34,1,232,9223,461,0.0374261326329613,0.035,218.5
"2291",21701062,"ATL","UTA",28.57,57.14,0,193,9842,430,0.0183847669074196,0.03,207.5
"2292",21701063,"PHX","DET",26.76,44.29,1,203,3078,439,0.0249507550886408,0.0283333333333333,207.7
"2293",21701064,"HOU","POR",80,62.86,2,226,25468,519,0.0407091267235719,0.06,218
"2294",21700809,"NOP","IND",57.75,57.75,2,188,12721,409,0.0321733420879842,0.0316666666666667,217.3
"2295",21701065,"CLE","TOR",58.57,74.65,4,261,44998,530,0.0715692711753119,0.0766666666666667,222.6
"2296",21701066,"PHI","MEM",56.52,27.14,1,224,7170,390,0.0216677609980302,0.04,209.1
"2297",21701067,"BKN","CHA",32.39,42.25,1,216,5695,475,0.0295469468154957,0.0283333333333333,214.8
"2298",21701068,"MIA","NYK",53.52,36.62,1,217,5070,679,0.143138542350624,0.11,207.9
"2299",21701069,"CHI","DEN",34.29,53.52,0,237,2821,483,0.133289560078792,0.08,212.9
"2300",21701070,"LAC","MIL",52.86,52.86,1,247,6887,436,0.0347997373604727,0.0366666666666667,215.5
"2301",21701071,"SAS","WAS",57.75,57.14,2,188,12718,481,0.0571240971766251,0.0683333333333333,209.3
"2302",21701072,"MEM","CHA",26.76,43.06,1,219,6936,408,0.0229809586342745,0.03,207.5
"2303",21701073,"ORL","PHI",29.58,57.14,1,216,11814,395,0.0275771503611294,0.05,213.2
"2304",21701074,"HOU","DET",80.28,45.07,2,196,21360,517,0.0374261326329613,0.055,216.2
"2305",21701075,"NOP","LAL",58.33,44.29,1,253,22323,575,0.151674326986211,0.135,219.8
"2306",21701076,"DAL","UTA",30.99,56.34,0,231,8061,454,0.0374261326329613,0.035,206.4
"2307",21701077,"ATL","SAC",29.58,31.94,0,195,5347,449,0.0223243598161523,0.0333333333333333,202.3
"2309",21701079,"DEN","WAS",54.17,56.34,1,208,10663,424,0.0223243598161523,0.0266666666666667,216.6
"2310",21701080,"CLE","PHX",59.15,26.39,2,215,22726,498,0.0695994747209455,0.0666666666666667,214.8
"2311",21701081,"MIN","NYK",56.94,36.11,1,212,8633,630,0.0518713066316481,0.0466666666666667,214
"2312",21701082,"BKN","TOR",31.94,73.61,2,228,10853,523,0.0328299409061064,0.0383333333333333,218.3
"2314",21701084,"MIA","OKC",54.17,58.9,3,204,20182,475,0.150361129349967,0.118333333333333,211.3
"2315",21701085,"SAS","UTA",58.33,56.94,1,244,26284,480,0.0551543007222587,0.0666666666666667,206.8
"2316",21701086,"BOS","POR",67.61,61.97,2,205,20298,480,0.0748522652659225,0.0716666666666667,209.6
"2317",21701087,"ATL","GSW",29.17,74.65,1,200,18969,568,0.082731451083388,0.111666666666667,216.9
"2320",21701090,"ORL","PHX",29.17,26.03,0,204,4904,429,0.0302035456336179,0.04,207.3
"2321",21701091,"NOP","HOU",58.9,80.56,2,205,18109,500,0.0354563361785949,0.055,224.1
"2323",21701093,"DAL","CHA",30.56,43.84,1,200,6536,435,0.0407091267235719,0.0383333333333333,210.5
"2325",21701095,"MIL","SAS",52.78,58.9,2,209,24909,438,0.0564674983585029,0.07,209.2
"2326",21701096,"MIA","IND",53.42,57.53,2,220,14031,458,0.124753775443204,0.095,209
"2327",21701097,"LAC","TOR",52.78,73.97,2,223,10650,507,0.0400525279054498,0.0466666666666667,220.7
"2329",21701099,"BOS","SAC",68.06,32.88,1,197,8983,497,0.0709126723571898,0.0683333333333333,202.9
"2331",21701101,"ATL","HOU",28.77,80.82,1,217,7280,505,0.0354563361785949,0.06,215.8
"2332",21701102,"GSW","UTA",75,56.16,0,201,16662,580,0.0801050558108995,0.105,217.6
"2333",21701103,"NYK","CHA",36.49,44.59,1,265,7857,628,0.0512147078135259,0.0483333333333333,212.7
"2335",21701105,"DEN","PHI",54.79,58.33,1,227,23580,386,0.0223243598161523,0.0383333333333333,219.8
"2336",21701106,"MIN","MEM",56.76,26.03,1,194,10443,410,0.0236375574523966,0.0283333333333333,208.8
"2337",21701107,"BOS","PHX",68.49,25.68,1,196,11259,475,0.0715692711753119,0.0683333333333333,207.9
"2338",21701108,"SAS","WAS",58.11,54.79,2,222,13610,481,0.0571240971766251,0.0683333333333333,209.3
"2339",21701109,"DEN","TOR",54.05,72.97,2,224,12062,452,0.0269205515430072,0.0383333333333333,221.7
"2340",21701110,"CLE","MIA",60.27,52.7,3,177,30716,533,0.160210111621799,0.128333333333333,214.3
"2341",21701111,"CHI","HOU",32.88,81.08,0,204,6648,577,0.145764937623112,0.108333333333333,215.3
"2342",21701112,"NOP","POR",58.11,61.64,2,210,12299,427,0.0262639527248851,0.0316666666666667,217.3
"2343",21701113,"DAL","SAC",30.14,32.43,0,200,3587,473,0.041365725541694,0.0383333333333333,201.2
"2344",21701114,"GSW","IND",73.97,58.11,1,173,15198,564,0.0938936309914642,0.111666666666667,219.1
"2345",21701115,"LAC","MIL",53.42,53.42,1,203,8902,436,0.0347997373604727,0.0366666666666667,215.5
"2346",21701116,"CLE","CHA",59.46,45.33,2,223,22776,482,0.0682862770847012,0.0666666666666667,219.1
"2348",21701118,"NYK","PHI",36,58.9,1,219,15127,610,0.0499015101772817,0.0583333333333333,214.3
"2349",21701119,"POR","MEM",62.16,27.03,0,211,8617,429,0.0275771503611294,0.0333333333333333,204.9
"2350",21701120,"ATL","MIN",28.38,56,1,240,6379,413,0.0223243598161523,0.0316666666666667,212.9
"2351",21701121,"BOS","UTA",68.92,56.76,1,191,20095,478,0.066973079448457,0.065,208.1
"2352",21701122,"LAC","PHX",54.05,25.33,0,210,4383,475,0.0380827314510834,0.0366666666666667,212.9
"2354",21701124,"WAS","DET",55.41,45.95,3,195,10098,443,0.0223243598161523,0.0266666666666667,210.4
"2356",21701126,"SAS","OKC",57.33,58.67,3,202,34957,481,0.0945502298095863,0.0966666666666667,210.6
"2359",21701129,"CHI","ORL",32,29.73,0,172,7276,492,0.138542350623769,0.0916666666666667,206.3
"2360",21701130,"ATL","PHI",28,59.46,0,192,14413,393,0.0203545633617859,0.0433333333333333,213.2
"2363",21701133,"DEN","OKC",53.33,57.89,2,251,28110,424,0.0597504924491136,0.055,217.9
"2364",21701134,"DAL","MIN",30.67,56.58,1,185,6081,437,0.041365725541694,0.0366666666666667,211.8
"2368",21701138,"WAS","CHA",54.67,44.74,3,200,8380,424,0.0210111621799081,0.0283333333333333,214.8
"2369",21701139,"NYK","DET",35.53,46.67,1,224,9855,647,0.0525279054497702,0.0466666666666667,208.3
"2370",21701140,"BOS","TOR",69.33,73.33,3,209,28372,507,0.0735390676296783,0.0783333333333333,215.7
"2371",21701141,"MIA","BKN",53.95,32,1,219,13276,526,0.121470781352594,0.09,210
"2372",21701142,"GSW","SAC",72,31.58,3,208,19046,599,0.0840446487196323,0.108333333333333,212.4
"2373",21701143,"PHI","CHA",60,44.16,1,221,14777,386,0.0210111621799081,0.04,218
"2375",21701145,"HOU","SAS",81.58,57.89,2,183,31483,555,0.072225869993434,0.0966666666666667,215.1
"2376",21701146,"LAC","IND",53.95,59.21,1,215,9556,462,0.0472751149047932,0.04,214.6
"2378",21701148,"BKN","DET",32.89,47.37,1,204,3660,494,0.03086014445174,0.0266666666666667,210.4
"2379",21701149,"CLE","DAL",60.53,30.26,2,185,24368,513,0.0866710439921208,0.075,213.2
"2380",21701150,"NOP","OKC",56.58,57.14,3,213,21507,426,0.0577806959947472,0.055,219.6
"2381",21701151,"MIN","UTA",57.14,56.58,1,218,11693,425,0.0196979645436638,0.025,213.6
"2382",21701152,"DEN","MIL",53.95,53.95,1,253,17001,381,0.0216677609980302,0.0283333333333333,216.5
"2383",21701153,"GSW","PHX",72.37,24.68,3,224,15570,577,0.0847012475377544,0.108333333333333,217.4
"2384",21701154,"POR","MEM",61.84,27.63,1,211,4483,429,0.0275771503611294,0.0333333333333333,204.9
"2386",21701156,"CLE","TOR",61.04,72.37,4,218,36222,530,0.0715692711753119,0.0766666666666667,222.6
"2387",21701157,"BKN","PHI",32.47,60.53,0,216,11767,457,0.0282337491792515,0.0383333333333333,216.4
"2388",21701158,"ATL","MIA",28.57,53.25,1,199,6852,462,0.113591595535128,0.095,206.8
"2389",21701159,"NYK","ORL",35.06,28.95,0,170,2771,637,0.0577806959947472,0.0583333333333333,207.9
"2390",21701160,"CHI","CHA",33.77,43.59,1,234,3024,483,0.131976362442548,0.0816666666666667,211.1
"2391",21701161,"HOU","WAS",80.52,54.55,3,224,6707,518,0.0347997373604727,0.055,219
"2393",21701163,"GSW","OKC",72.73,57.69,5,218,41918,581,0.119500984898227,0.135,221.4
"2395",21701165,"DEN","IND",54.55,59.74,1,211,6591,407,0.0341431385423506,0.0316666666666667,215.6
"2396",21701166,"LAL","UTA",43.42,57.14,0,227,12267,592,0.149047931713723,0.133333333333333,212.2
"2397",21701167,"PHX","SAC",24.36,32.05,0,191,2685,458,0.0242941562705187,0.03,202.8
"2398",21701168,"LAC","SAS",53.25,58.44,1,223,17129,516,0.0728824688115561,0.0766666666666667,211.7
"2399",21701169,"PHI","DET",61.04,48.05,1,223,15201,405,0.0223243598161523,0.0383333333333333,213.6
"2400",21701170,"DAL","ORL",30.77,29.87,0,205,4538,444,0.0472751149047932,0.0483333333333333,205.7
"2402",21701172,"ATL","MIA",28.21,53.85,0,201,4371,462,0.113591595535128,0.095,206.8
"2403",21701173,"NOP","MEM",55.84,27.27,1,218,3544,410,0.0223243598161523,0.0283333333333333,211
"2404",21701174,"LAL","SAS",42.86,57.69,1,234,23835,630,0.188443860801051,0.176666666666667,210.8
"2405",21701175,"GSW","IND",73.08,58.97,4,232,21590,564,0.0938936309914642,0.111666666666667,219.1
"2406",21701176,"CLE","WAS",61.54,53.85,4,234,32600,502,0.066973079448457,0.065,217.5
"2407",21701177,"HOU","POR",80.77,61.54,1,190,13527,519,0.0407091267235719,0.06,218
"2409",21701179,"LAC","UTA",53.85,57.69,0,212,10116,478,0.0334865397242285,0.0333333333333333,213.1
"2410",21701180,"DEN","MIN",55.13,56.41,2,196,17256,406,0.0242941562705187,0.0266666666666667,219.5
"2411",21701181,"DAL","DET",30.38,47.44,1,219,3848,454,0.0420223243598161,0.0366666666666667,206.1
"2412",21701182,"ORL","CHA",30.77,43.04,1,237,1899,413,0.0288903479973736,0.04,211.6
"2413",21701183,"CLE","PHI",62.03,61.54,2,262,59525,464,0.066973079448457,0.0766666666666667,220.7
"2414",21701184,"ATL","WAS",27.85,53.16,1,200,2635,431,0.0203545633617859,0.0316666666666667,210
"2415",21701185,"BOS","CHI",67.95,34.62,0,215,10208,538,0.179908076165463,0.12,206.9
"2417",21701187,"IND","TOR",59.49,71.79,3,165,8402,455,0.036112934996717,0.0433333333333333,217.3
"2418",21701188,"SAC","MEM",31.65,26.92,0,187,4137,446,0.0236375574523966,0.03,198.2
"2419",21701189,"NOP","PHX",56.41,25.32,1,225,7139,422,0.0229809586342745,0.0283333333333333,215.6
"2420",21701190,"LAL","MIN",43.59,55.7,2,209,15957,575,0.152987524622456,0.135,217.6
"2422",21701192,"MIL","NYK",53.16,35.44,0,217,10751,605,0.0492449113591596,0.0483333333333333,211
"2423",21701193,"CHI","BKN",34.18,32.91,0,220,3779,554,0.139198949441891,0.08,209.5
"2424",21701194,"HOU","OKC",81.01,56.96,3,210,37875,518,0.072225869993434,0.0833333333333333,220.3
"2425",21701195,"NOP","GSW",56.96,72.15,4,246,26347,563,0.082731451083388,0.106666666666667,225.2
"2426",21701196,"POR","SAS",60.76,56.96,2,221,19157,482,0.0630334865397242,0.0733333333333333,208.3
"2427",21701197,"IND","CHA",58.75,43.75,2,240,6554,407,0.0328299409061064,0.0333333333333333,213.8
"2428",21701198,"DAL","PHI",30,62.03,0,206,12159,417,0.0393959290873276,0.0483333333333333,212.1
"2429",21701199,"MEM","DET",26.58,48.1,1,247,5903,427,0.0242941562705187,0.0283333333333333,203.1
"2430",21701200,"ORL","TOR",30.38,72.15,2,213,5600,461,0.0321733420879842,0.05,215.1
"2431",21701201,"LAL","UTA",43.04,58.23,0,209,15600,592,0.149047931713723,0.133333333333333,212.2
"2432",21701202,"ATL","BOS",28.75,68.35,1,218,10075,466,0.0695994747209455,0.0716666666666667,207.4
"2433",21701203,"GSW","PHX",71.25,25,3,217,14114,577,0.0847012475377544,0.108333333333333,217.4
"2434",21701204,"TOR","DET",72.5,47.5,2,206,8707,471,0.0269205515430072,0.0383333333333333,215.5
"2437",21701207,"CLE","NYK",61.25,35,2,232,23569,706,0.0971766250820748,0.085,215.4
"2438",21701208,"MIL","ORL",53.75,30,0,188,3739,390,0.0269205515430072,0.04,209.9
"2439",21701209,"MIN","MEM",56.25,27.5,2,207,8512,410,0.0236375574523966,0.0283333333333333,208.8
"2440",21701210,"SAC","SAS",32.5,57.5,1,183,15298,499,0.0590938936309915,0.07,201.6
"2441",21701211,"DEN","POR",56.25,60,1,170,20412,425,0.0282337491792515,0.0316666666666667,215.6
"2442",21701212,"NOP","LAC",57.5,52.5,1,213,9812,461,0.036112934996717,0.035,220.7
"2444",21701214,"ATL","PHI",29.63,62.5,0,234,17643,393,0.0203545633617859,0.0433333333333333,213.2
"2445",21701215,"BOS","WAS",67.5,52.5,3,214,15612,479,0.0689428759028234,0.0666666666666667,210.6
"2446",21701216,"DAL","PHX",29.63,24.69,0,221,2589,451,0.0420223243598161,0.0383333333333333,206.2
"2447",21701217,"GSW","UTA",71.6,58.75,3,198,23660,580,0.0801050558108995,0.105,217.6
"2448",21701218,"HOU","LAL",80,42.5,1,204,18099,667,0.166119500984898,0.163333333333333,220.5
"2449",21701219,"BOS","BKN",66.67,34.57,0,207,7032,530,0.077478660538411,0.0666666666666667,210.6
"2450",21701220,"CLE","NYK",61.73,34.57,1,208,19452,706,0.0971766250820748,0.085,215.4
"2451",21701221,"MIA","TOR",53.09,72.84,2,225,11769,503,0.117531188443861,0.101666666666667,215.1
"2453",21701223,"MIL","PHI",54.32,62.96,1,225,17302,363,0.0190413657255417,0.04,216.3
